time_stamp,shop_id,pay_num,cate_2_name
2016/8/3,14,34,fast food
2016/8/4,14,56,fast food
2016/8/5,14,47,fast food
2016/8/6,14,77,fast food
2016/8/7,14,54,fast food
2016/8/8,14,66,fast food
2016/8/9,14,66,fast food
2016/8/10,14,56,fast food
2016/8/11,14,64,fast food
2016/8/12,14,64,fast food
2016/8/13,14,68,fast food
2016/8/14,14,57,fast food
2016/8/15,14,65,fast food
2016/8/16,14,45,fast food
2016/8/17,14,52,fast food
2016/8/18,14,30,fast food
2016/8/19,14,62,fast food
2016/8/20,14,74,fast food
2016/8/21,14,60,fast food
2016/8/22,14,56,fast food
2016/8/23,14,65,fast food
2016/8/24,14,58,fast food
2016/8/25,14,42,fast food
2016/8/26,14,62,fast food
2016/8/27,14,62,fast food
2016/8/28,14,57,fast food
2016/8/29,14,61,fast food
2016/8/30,14,61,fast food
2016/8/31,14,74,fast food
2016/9/1,14,60,fast food
2016/9/2,14,72,fast food
2016/9/3,14,52,fast food
2016/9/4,14,59,fast food
2016/9/5,14,78,fast food
2016/9/6,14,66,fast food
2016/9/7,14,83,fast food
2016/9/8,14,89,fast food
2016/9/9,14,88,fast food
2016/9/10,14,91,fast food
2016/9/11,14,63,fast food
2016/9/12,14,87,fast food
2016/9/13,14,83,fast food
2016/9/14,14,60,fast food
2016/9/15,14,19,fast food
2016/9/16,14,53,fast food
2016/9/17,14,54,fast food
2016/9/18,14,72,fast food
2016/9/19,14,94,fast food
2016/9/20,14,58,fast food
2016/9/21,14,53,fast food
2016/9/22,14,33,fast food
2016/9/23,14,75,fast food
2016/9/24,14,68,fast food
2016/9/25,14,72,fast food
2016/9/26,14,78,fast food
2016/9/27,14,65,fast food
2016/9/28,14,60,fast food
2016/9/29,14,39,fast food
2016/9/30,14,78,fast food
2016/10/1,14,51,fast food
2016/10/2,14,52,fast food
2016/10/3,14,44,fast food
2016/10/4,14,39,fast food
2016/10/5,14,34,fast food
2016/10/6,14,57,fast food
2016/10/7,14,56,fast food
2016/10/8,14,60,fast food
2016/10/9,14,52,fast food
2016/10/10,14,57,fast food
2016/10/11,14,54,fast food
2016/10/12,14,51,fast food
2016/10/13,14,42,fast food
2016/10/14,14,49,fast food
2016/10/15,14,70,fast food
2016/10/16,14,39,fast food
2016/10/17,14,62,fast food
2016/10/18,14,44,fast food
2016/10/19,14,50,fast food
2016/10/20,14,44,fast food
2016/10/21,14,27,fast food
2016/10/22,14,54,fast food
2016/10/23,14,35,fast food
2016/10/24,14,52,fast food
2016/10/25,14,53,fast food
2016/10/26,14,54,fast food
2016/10/27,14,55,fast food
2016/10/28,14,47,fast food
2016/10/29,14,54,fast food
2016/10/30,14,62,fast food
2016/10/31,14,55,fast food
2016/1/1,94,20,baking cakes
2016/1/2,94,16,baking cakes
2016/1/3,94,15,baking cakes
2016/1/4,94,19,baking cakes
2016/1/5,94,15,baking cakes
2016/1/6,94,30,baking cakes
2016/1/7,94,34,baking cakes
2016/1/8,94,54,baking cakes
2016/1/9,94,41,baking cakes
2016/1/10,94,71,baking cakes
2016/1/11,94,50,baking cakes
2016/1/12,94,40,baking cakes
2016/1/13,94,44,baking cakes
2016/1/14,94,47,baking cakes
2016/1/15,94,44,baking cakes
2016/1/16,94,48,baking cakes
2016/1/17,94,48,baking cakes
2016/1/18,94,31,baking cakes
2016/1/19,94,42,baking cakes
2016/1/20,94,48,baking cakes
2016/1/21,94,68,baking cakes
2016/1/22,94,66,baking cakes
2016/1/23,94,53,baking cakes
2016/1/24,94,45,baking cakes
2016/1/25,94,51,baking cakes
2016/1/26,94,52,baking cakes
2016/1/27,94,69,baking cakes
2016/1/28,94,56,baking cakes
2016/1/29,94,76,baking cakes
2016/1/30,94,55,baking cakes
2016/1/31,94,54,baking cakes
2016/2/1,94,66,baking cakes
2016/2/2,94,65,baking cakes
2016/2/3,94,29,baking cakes
2016/2/4,94,34,baking cakes
2016/2/5,94,26,baking cakes
2016/2/6,94,13,baking cakes
2016/2/7,94,16,baking cakes
2016/2/8,94,15,baking cakes
2016/2/9,94,11,baking cakes
2016/2/10,94,9,baking cakes
2016/2/11,94,19,baking cakes
2016/2/12,94,11,baking cakes
2016/2/13,94,15,baking cakes
2016/2/14,94,19,baking cakes
2016/2/15,94,54,baking cakes
2016/2/16,94,43,baking cakes
2016/2/17,94,21,baking cakes
2016/2/24,94,1,baking cakes
2016/3/29,94,1,baking cakes
2016/4/5,94,1,baking cakes
2016/6/25,94,2,baking cakes
2016/7/23,94,1,baking cakes
2016/7/28,94,1,baking cakes
2016/7/29,94,101,baking cakes
2016/7/30,94,117,baking cakes
2016/7/31,94,118,baking cakes
2016/8/1,94,188,baking cakes
2016/8/2,94,75,baking cakes
2016/8/3,94,172,baking cakes
2016/8/4,94,127,baking cakes
2016/8/5,94,142,baking cakes
2016/8/6,94,110,baking cakes
2016/8/7,94,93,baking cakes
2016/8/8,94,150,baking cakes
2016/8/9,94,201,baking cakes
2016/8/10,94,164,baking cakes
2016/8/11,94,145,baking cakes
2016/8/12,94,177,baking cakes
2016/8/13,94,132,baking cakes
2016/8/14,94,143,baking cakes
2016/8/15,94,157,baking cakes
2016/8/16,94,113,baking cakes
2016/8/17,94,113,baking cakes
2016/8/18,94,114,baking cakes
2016/8/19,94,128,baking cakes
2016/8/20,94,102,baking cakes
2016/8/21,94,94,baking cakes
2016/8/22,94,180,baking cakes
2016/8/23,94,169,baking cakes
2016/8/24,94,129,baking cakes
2016/8/25,94,78,baking cakes
2016/8/26,94,133,baking cakes
2016/8/27,94,84,baking cakes
2016/8/28,94,105,baking cakes
2016/8/29,94,126,baking cakes
2016/8/30,94,92,baking cakes
2016/8/31,94,129,baking cakes
2016/9/1,94,109,baking cakes
2016/9/2,94,117,baking cakes
2016/9/3,94,72,baking cakes
2016/9/4,94,73,baking cakes
2016/9/5,94,125,baking cakes
2016/9/6,94,132,baking cakes
2016/9/7,94,126,baking cakes
2016/9/8,94,107,baking cakes
2016/9/9,94,113,baking cakes
2016/9/10,94,87,baking cakes
2016/9/11,94,91,baking cakes
2016/9/12,94,104,baking cakes
2016/9/13,94,110,baking cakes
2016/9/14,94,73,baking cakes
2016/9/15,94,52,baking cakes
2016/9/16,94,58,baking cakes
2016/9/17,94,58,baking cakes
2016/9/18,94,116,baking cakes
2016/9/19,94,89,baking cakes
2016/9/20,94,116,baking cakes
2016/9/21,94,135,baking cakes
2016/9/22,94,128,baking cakes
2016/9/23,94,120,baking cakes
2016/9/24,94,98,baking cakes
2016/9/25,94,85,baking cakes
2016/9/26,94,122,baking cakes
2016/9/27,94,128,baking cakes
2016/9/28,94,159,baking cakes
2016/9/29,94,199,baking cakes
2016/9/30,94,193,baking cakes
2016/10/1,94,111,baking cakes
2016/10/2,94,111,baking cakes
2016/10/3,94,74,baking cakes
2016/10/4,94,84,baking cakes
2016/10/5,94,105,baking cakes
2016/10/6,94,105,baking cakes
2016/10/7,94,101,baking cakes
2016/10/8,94,149,baking cakes
2016/10/9,94,148,baking cakes
2016/10/10,94,160,baking cakes
2016/10/11,94,101,baking cakes
2016/10/12,94,103,baking cakes
2016/10/13,94,126,baking cakes
2016/10/14,94,91,baking cakes
2016/10/15,94,78,baking cakes
2016/10/16,94,69,baking cakes
2016/10/17,94,110,baking cakes
2016/10/18,94,96,baking cakes
2016/10/19,94,91,baking cakes
2016/10/20,94,112,baking cakes
2016/10/21,94,60,baking cakes
2016/10/22,94,94,baking cakes
2016/10/23,94,70,baking cakes
2016/10/24,94,88,baking cakes
2016/10/25,94,86,baking cakes
2016/10/26,94,138,baking cakes
2016/10/27,94,83,baking cakes
2016/10/28,94,95,baking cakes
2016/10/29,94,100,baking cakes
2016/10/30,94,79,baking cakes
2016/10/31,94,85,baking cakes
2016/1/1,190,25,fast food
2016/1/2,190,7,fast food
2016/1/3,190,16,fast food
2016/1/4,190,3,fast food
2016/1/5,190,10,fast food
2016/1/6,190,8,fast food
2016/1/7,190,11,fast food
2016/1/8,190,16,fast food
2016/1/9,190,13,fast food
2016/1/10,190,4,fast food
2016/1/11,190,6,fast food
2016/1/12,190,11,fast food
2016/1/13,190,13,fast food
2016/1/14,190,12,fast food
2016/1/15,190,18,fast food
2016/1/16,190,19,fast food
2016/1/17,190,18,fast food
2016/1/18,190,22,fast food
2016/1/19,190,19,fast food
2016/1/20,190,7,fast food
2016/1/21,190,15,fast food
2016/1/22,190,20,fast food
2016/1/23,190,25,fast food
2016/1/24,190,18,fast food
2016/1/25,190,41,fast food
2016/1/26,190,35,fast food
2016/1/27,190,66,fast food
2016/1/28,190,63,fast food
2016/1/29,190,77,fast food
2016/1/30,190,95,fast food
2016/1/31,190,94,fast food
2016/2/1,190,104,fast food
2016/2/2,190,90,fast food
2016/2/3,190,105,fast food
2016/2/4,190,86,fast food
2016/2/5,190,80,fast food
2016/2/6,190,106,fast food
2016/2/7,190,17,fast food
2016/2/8,190,15,fast food
2016/2/9,190,14,fast food
2016/2/10,190,22,fast food
2016/2/11,190,7,fast food
2016/2/12,190,17,fast food
2016/2/13,190,9,fast food
2016/2/14,190,15,fast food
2016/2/15,190,14,fast food
2016/2/16,190,11,fast food
2016/2/17,190,19,fast food
2016/2/18,190,28,fast food
2016/2/19,190,24,fast food
2016/2/20,190,22,fast food
2016/2/21,190,23,fast food
2016/2/22,190,24,fast food
2016/2/23,190,23,fast food
2016/2/24,190,19,fast food
2016/2/25,190,25,fast food
2016/2/26,190,35,fast food
2016/2/27,190,18,fast food
2016/2/28,190,19,fast food
2016/2/29,190,21,fast food
2016/3/1,190,8,fast food
2016/3/2,190,9,fast food
2016/3/3,190,14,fast food
2016/3/4,190,13,fast food
2016/3/5,190,7,fast food
2016/3/6,190,8,fast food
2016/3/7,190,8,fast food
2016/3/8,190,4,fast food
2016/3/9,190,1,fast food
2016/3/10,190,1,fast food
2016/3/11,190,9,fast food
2016/3/12,190,10,fast food
2016/3/13,190,22,fast food
2016/3/14,190,9,fast food
2016/3/15,190,15,fast food
2016/3/16,190,11,fast food
2016/3/17,190,13,fast food
2016/3/18,190,15,fast food
2016/3/19,190,12,fast food
2016/3/20,190,14,fast food
2016/3/21,190,11,fast food
2016/3/22,190,23,fast food
2016/3/23,190,19,fast food
2016/3/24,190,7,fast food
2016/3/25,190,23,fast food
2016/3/26,190,15,fast food
2016/3/27,190,20,fast food
2016/3/28,190,17,fast food
2016/3/29,190,31,fast food
2016/3/30,190,18,fast food
2016/3/31,190,30,fast food
2016/4/1,190,52,fast food
2016/4/2,190,54,fast food
2016/4/3,190,28,fast food
2016/4/4,190,13,fast food
2016/4/5,190,16,fast food
2016/4/6,190,13,fast food
2016/4/7,190,19,fast food
2016/4/8,190,26,fast food
2016/4/9,190,17,fast food
2016/4/10,190,12,fast food
2016/4/11,190,15,fast food
2016/4/12,190,6,fast food
2016/4/13,190,18,fast food
2016/4/14,190,16,fast food
2016/4/15,190,33,fast food
2016/4/16,190,22,fast food
2016/4/17,190,21,fast food
2016/4/18,190,19,fast food
2016/4/19,190,18,fast food
2016/4/20,190,17,fast food
2016/4/21,190,24,fast food
2016/4/22,190,30,fast food
2016/4/23,190,15,fast food
2016/4/24,190,16,fast food
2016/4/25,190,15,fast food
2016/4/26,190,18,fast food
2016/4/27,190,22,fast food
2016/4/28,190,18,fast food
2016/4/29,190,33,fast food
2016/4/30,190,34,fast food
2016/5/1,190,23,fast food
2016/5/2,190,39,fast food
2016/5/3,190,25,fast food
2016/5/4,190,9,fast food
2016/5/5,190,23,fast food
2016/5/6,190,18,fast food
2016/5/7,190,19,fast food
2016/5/8,190,16,fast food
2016/5/9,190,23,fast food
2016/5/10,190,26,fast food
2016/5/11,190,12,fast food
2016/5/12,190,19,fast food
2016/5/13,190,32,fast food
2016/5/14,190,19,fast food
2016/5/15,190,14,fast food
2016/5/16,190,23,fast food
2016/5/17,190,37,fast food
2016/5/18,190,34,fast food
2016/5/19,190,46,fast food
2016/5/20,190,57,fast food
2016/5/21,190,40,fast food
2016/5/22,190,40,fast food
2016/5/23,190,15,fast food
2016/5/24,190,17,fast food
2016/5/25,190,25,fast food
2016/5/26,190,15,fast food
2016/5/27,190,37,fast food
2016/5/28,190,17,fast food
2016/5/29,190,20,fast food
2016/5/30,190,29,fast food
2016/5/31,190,33,fast food
2016/6/1,190,33,fast food
2016/6/2,190,40,fast food
2016/6/3,190,77,fast food
2016/6/4,190,71,fast food
2016/6/5,190,46,fast food
2016/6/6,190,41,fast food
2016/6/7,190,80,fast food
2016/6/8,190,128,fast food
2016/6/9,190,92,fast food
2016/6/10,190,45,fast food
2016/6/11,190,46,fast food
2016/6/12,190,46,fast food
2016/6/13,190,35,fast food
2016/6/14,190,39,fast food
2016/6/15,190,49,fast food
2016/6/16,190,66,fast food
2016/6/17,190,61,fast food
2016/6/18,190,59,fast food
2016/6/19,190,42,fast food
2016/6/20,190,34,fast food
2016/6/21,190,45,fast food
2016/6/22,190,45,fast food
2016/6/23,190,41,fast food
2016/6/24,190,76,fast food
2016/6/25,190,53,fast food
2016/6/26,190,45,fast food
2016/6/27,190,44,fast food
2016/6/28,190,36,fast food
2016/6/29,190,41,fast food
2016/6/30,190,64,fast food
2016/7/1,190,58,fast food
2016/7/2,190,43,fast food
2016/7/3,190,57,fast food
2016/7/4,190,47,fast food
2016/7/5,190,43,fast food
2016/7/6,190,68,fast food
2016/7/7,190,53,fast food
2016/7/8,190,81,fast food
2016/7/9,190,58,fast food
2016/7/10,190,51,fast food
2016/7/11,190,75,fast food
2016/7/12,190,51,fast food
2016/7/13,190,40,fast food
2016/7/14,190,52,fast food
2016/7/15,190,67,fast food
2016/7/16,190,73,fast food
2016/7/17,190,57,fast food
2016/7/18,190,44,fast food
2016/7/19,190,45,fast food
2016/7/20,190,42,fast food
2016/7/21,190,39,fast food
2016/7/22,190,34,fast food
2016/7/23,190,29,fast food
2016/7/24,190,30,fast food
2016/7/25,190,33,fast food
2016/7/26,190,29,fast food
2016/7/27,190,38,fast food
2016/7/28,190,24,fast food
2016/7/29,190,29,fast food
2016/7/30,190,33,fast food
2016/7/31,190,34,fast food
2016/8/1,190,31,fast food
2016/8/3,190,23,fast food
2016/8/4,190,28,fast food
2016/8/5,190,30,fast food
2016/8/6,190,32,fast food
2016/8/7,190,26,fast food
2016/8/8,190,25,fast food
2016/8/9,190,36,fast food
2016/8/10,190,21,fast food
2016/8/11,190,42,fast food
2016/8/12,190,49,fast food
2016/8/13,190,42,fast food
2016/8/14,190,27,fast food
2016/8/15,190,30,fast food
2016/8/16,190,38,fast food
2016/8/17,190,32,fast food
2016/8/18,190,33,fast food
2016/8/19,190,47,fast food
2016/8/20,190,38,fast food
2016/8/21,190,26,fast food
2016/8/22,190,16,fast food
2016/8/23,190,22,fast food
2016/8/24,190,20,fast food
2016/8/25,190,32,fast food
2016/8/26,190,29,fast food
2016/8/27,190,27,fast food
2016/8/28,190,22,fast food
2016/8/29,190,32,fast food
2016/8/30,190,25,fast food
2016/8/31,190,29,fast food
2016/9/1,190,37,fast food
2016/9/2,190,40,fast food
2016/9/3,190,24,fast food
2016/9/4,190,29,fast food
2016/9/5,190,20,fast food
2016/9/6,190,27,fast food
2016/9/7,190,30,fast food
2016/9/8,190,35,fast food
2016/9/9,190,61,fast food
2016/9/10,190,48,fast food
2016/9/11,190,35,fast food
2016/9/12,190,23,fast food
2016/9/13,190,54,fast food
2016/9/14,190,85,fast food
2016/9/15,190,54,fast food
2016/9/16,190,26,fast food
2016/9/17,190,29,fast food
2016/9/18,190,28,fast food
2016/9/19,190,32,fast food
2016/9/20,190,16,fast food
2016/9/21,190,26,fast food
2016/9/22,190,30,fast food
2016/9/23,190,42,fast food
2016/9/24,190,38,fast food
2016/9/25,190,27,fast food
2016/9/26,190,34,fast food
2016/9/27,190,42,fast food
2016/9/28,190,74,fast food
2016/9/29,190,73,fast food
2016/9/30,190,106,fast food
2016/10/1,190,102,fast food
2016/10/2,190,61,fast food
2016/10/3,190,44,fast food
2016/10/4,190,44,fast food
2016/10/5,190,43,fast food
2016/10/6,190,47,fast food
2016/10/7,190,34,fast food
2016/10/8,190,31,fast food
2016/10/9,190,24,fast food
2016/10/10,190,25,fast food
2016/10/11,190,24,fast food
2016/10/12,190,16,fast food
2016/10/13,190,34,fast food
2016/10/14,190,45,fast food
2016/10/15,190,36,fast food
2016/10/16,190,25,fast food
2016/10/17,190,30,fast food
2016/10/18,190,30,fast food
2016/10/19,190,30,fast food
2016/10/20,190,42,fast food
2016/10/22,190,49,fast food
2016/10/23,190,31,fast food
2016/10/24,190,28,fast food
2016/10/25,190,23,fast food
2016/10/26,190,24,fast food
2016/10/27,190,31,fast food
2016/10/28,190,47,fast food
2016/10/29,190,45,fast food
2016/10/30,190,26,fast food
2016/10/31,190,24,fast food
2016/1/1,191,4,fast food
2016/1/2,191,1,fast food
2016/1/3,191,7,fast food
2016/1/4,191,9,fast food
2016/1/5,191,4,fast food
2016/1/6,191,3,fast food
2016/1/7,191,9,fast food
2016/1/8,191,7,fast food
2016/1/9,191,1,fast food
2016/1/10,191,4,fast food
2016/1/11,191,12,fast food
2016/1/12,191,6,fast food
2016/1/13,191,4,fast food
2016/1/14,191,9,fast food
2016/1/15,191,5,fast food
2016/1/16,191,2,fast food
2016/1/17,191,3,fast food
2016/1/18,191,4,fast food
2016/1/19,191,8,fast food
2016/1/20,191,4,fast food
2016/1/21,191,3,fast food
2016/1/22,191,4,fast food
2016/1/23,191,2,fast food
2016/1/24,191,4,fast food
2016/1/25,191,3,fast food
2016/1/26,191,6,fast food
2016/1/27,191,4,fast food
2016/1/28,191,3,fast food
2016/1/29,191,3,fast food
2016/1/30,191,4,fast food
2016/1/31,191,4,fast food
2016/2/1,191,5,fast food
2016/2/2,191,4,fast food
2016/2/3,191,5,fast food
2016/2/4,191,6,fast food
2016/2/5,191,4,fast food
2016/2/6,191,2,fast food
2016/2/10,191,1,fast food
2016/2/11,191,1,fast food
2016/2/12,191,1,fast food
2016/2/13,191,3,fast food
2016/2/14,191,3,fast food
2016/2/15,191,4,fast food
2016/2/16,191,3,fast food
2016/2/17,191,4,fast food
2016/2/18,191,2,fast food
2016/2/19,191,4,fast food
2016/2/20,191,1,fast food
2016/2/21,191,2,fast food
2016/2/22,191,6,fast food
2016/2/23,191,7,fast food
2016/2/24,191,4,fast food
2016/2/25,191,3,fast food
2016/2/26,191,11,fast food
2016/2/27,191,1,fast food
2016/2/28,191,1,fast food
2016/2/29,191,9,fast food
2016/3/1,191,8,fast food
2016/3/2,191,7,fast food
2016/3/3,191,4,fast food
2016/3/4,191,6,fast food
2016/3/5,191,6,fast food
2016/3/7,191,6,fast food
2016/3/8,191,5,fast food
2016/3/9,191,8,fast food
2016/3/10,191,5,fast food
2016/3/11,191,4,fast food
2016/3/12,191,2,fast food
2016/3/13,191,3,fast food
2016/3/14,191,5,fast food
2016/3/15,191,8,fast food
2016/3/16,191,2,fast food
2016/3/17,191,7,fast food
2016/3/18,191,11,fast food
2016/3/19,191,3,fast food
2016/3/20,191,1,fast food
2016/3/21,191,6,fast food
2016/3/22,191,5,fast food
2016/3/23,191,10,fast food
2016/3/24,191,7,fast food
2016/3/25,191,7,fast food
2016/3/26,191,1,fast food
2016/3/27,191,2,fast food
2016/3/28,191,5,fast food
2016/3/29,191,4,fast food
2016/3/30,191,3,fast food
2016/3/31,191,8,fast food
2016/4/1,191,8,fast food
2016/4/2,191,1,fast food
2016/4/5,191,7,fast food
2016/4/6,191,8,fast food
2016/4/7,191,6,fast food
2016/4/8,191,4,fast food
2016/4/9,191,2,fast food
2016/4/10,191,3,fast food
2016/4/11,191,3,fast food
2016/4/12,191,14,fast food
2016/4/13,191,12,fast food
2016/4/14,191,7,fast food
2016/4/15,191,7,fast food
2016/4/16,191,2,fast food
2016/4/17,191,1,fast food
2016/4/18,191,7,fast food
2016/4/19,191,9,fast food
2016/4/20,191,7,fast food
2016/4/21,191,9,fast food
2016/4/22,191,10,fast food
2016/4/23,191,2,fast food
2016/4/24,191,1,fast food
2016/4/25,191,6,fast food
2016/4/26,191,4,fast food
2016/4/27,191,5,fast food
2016/4/28,191,4,fast food
2016/4/29,191,6,fast food
2016/4/30,191,2,fast food
2016/5/1,191,1,fast food
2016/5/2,191,4,fast food
2016/5/3,191,7,fast food
2016/5/4,191,4,fast food
2016/5/5,191,6,fast food
2016/5/6,191,10,fast food
2016/5/7,191,1,fast food
2016/5/8,191,1,fast food
2016/5/9,191,8,fast food
2016/5/10,191,8,fast food
2016/5/11,191,4,fast food
2016/5/12,191,12,fast food
2016/5/13,191,6,fast food
2016/5/14,191,4,fast food
2016/5/15,191,5,fast food
2016/5/16,191,5,fast food
2016/5/17,191,5,fast food
2016/5/18,191,13,fast food
2016/5/19,191,8,fast food
2016/5/20,191,6,fast food
2016/5/21,191,6,fast food
2016/5/22,191,5,fast food
2016/5/23,191,6,fast food
2016/5/24,191,5,fast food
2016/5/25,191,11,fast food
2016/5/26,191,4,fast food
2016/5/27,191,8,fast food
2016/5/28,191,7,fast food
2016/5/29,191,5,fast food
2016/5/30,191,6,fast food
2016/5/31,191,8,fast food
2016/6/1,191,9,fast food
2016/6/2,191,6,fast food
2016/6/3,191,12,fast food
2016/6/4,191,6,fast food
2016/6/5,191,5,fast food
2016/6/6,191,6,fast food
2016/6/7,191,8,fast food
